frequency,callsign,city,sp,antenna_type,erp,lat,lon,class,slogan,haat,owner,format,market
94.7,K234AY,RUSTON,LA,NDIR,0.14,32.539138888888886,92.68108333333333,D,KEEPING HIM CLOSE BY,114.1,"HOUSTON CHRISTIAN BROADCASTERS, INC.",Religious Teaching,
94.7,K234CY,ALEXANDRIA,LA,NDIR,0.25,31.306944444444444,92.40333333333334,D,ESPN 1410,,"CENLA BROADCASTING LICENSING COMPANY, LLC",Sports,
94.9,K235CQ,SHREVEPORT,LA,NDIR,0.25,32.57430555555556,93.74294444444445,D,RADIO THAT CHANGES THE WAY YOU LIVE,41.0,CAPITAL CITY RADIO CORPORATION,Religious Teaching,Shreveport
95.1,K236BU,HAMMOND,LA,NDIR,0.055,30.46847222222222,90.46036111111111,D,LIFESONGS 89.1,,"PROVIDENCE EDUCATIONAL FOUNDATION, INC.",Contemporary Christian/Religious Teaching,
95.1,K236CW,CROWLEY,LA,NDIR,0.25,30.32611111111111,92.35555555555555,D,FREEDOM 95.1,,"ACADIA BROADCAST PARTNERS, INC.",Country,Lafayette
95.3,K237EW,PORT ALLEN,LA,NDIR,0.25,30.49325,91.24427777777778,D,CSN INTERNATIONAL,,CSN INTERNATIONAL,Religious Teaching,Baton Rouge
95.7,K239CX,PORT ALLEN,LA,NDIR,0.14,30.366388888888892,91.21305555555556,D,HEAVEN 1460,,Cumulus Media,Gospel Music,Baton Rouge
96.3,K242CE,MERAUX,LA,NDIR,0.25,29.950333333333333,90.07119444444444,D,THROWBACK 96.3,224.9,iHeartMedia,Classic Hip-Hop,New Orleans
96.3,K242DA,RUSTON,LA,NDIR,0.25,32.51347222222222,92.66569444444445,D,PEACH 99.3,,RED PEACH LLC,Classic Hits,
96.7,K244FX,NEW ORLEANS,LA,NDIR,0.045,29.950333333333333,90.07119444444444,D,BIN,,iHeartMedia,News,New Orleans
96.9,K245BA,SHREVEPORT,LA,NDIR,0.17,32.474250000000005,93.76980555555555,D,KEEPING HIM CLOSE BY,,"HOUSTON CHRISTIAN BROADCASTERS, INC.",Religious Teaching,Shreveport
97.1,K246CK,LAKE CHARLES,LA,NDIR,0.17,30.279638888888886,93.246,D,AIR1,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Lake Charles
97.3,K247BJ,AMITE,LA,NDIR,0.25,30.708777777777776,90.52536111111111,D,THE HEARTBEAT OF AMITE,,,Classic Hits,
97.5,K248BB,NEW ORLEANS,LA,NDIR,0.25,29.950194444444445,90.07119444444444,D,LATINO MIX 97.5 FM,,"CROCODILE BROADCASTING CORPORATION, INC.",Spanish Hits,New Orleans
97.7,K249DV,BATON ROUGE,LA,NDIR,0.25,30.4325,91.18527777777778,D,DOWNTOWN RADIO 97.7,166.9,EDUCATIONAL MEDIA FOUNDATION,Oldies,Baton Rouge
97.7,K249EY,LAFAYETTE,LA,NDIR,0.25,30.342416666666665,91.9628888888889,D,METV FM 97.7 AM 1330,,DELTA MEDIA CORPORATION,Oldies/Adult Standards,Lafayette
97.9,K250BA,NEW ORLEANS,LA,NDIR,0.25,29.95213888888889,90.07036111111111,D,LACALLE 97.9,,"FC NEW ORLEANS, INC.",Contemporary Hit Radio,New Orleans
98.5,K253CO,LAFAYETTE,LA,NDIR,0.25,30.342416666666665,91.9628888888889,D,NEWS TALK 98.5 FM/1520 AM/1330 AM,,DELTA MEDIA CORPORATION,News/Talk,Lafayette
98.7,K254DM,BATON ROUGE,LA,NDIR,0.25,30.4325,91.18527777777778,D,WJBO NEWSRADIO 1150 AM AND 98.7 FM,,iHeartMedia,News/Talk,Baton Rouge
98.9,K255BT,MONROE,LA,NDIR,0.25,32.50208333333333,92.11291666666666,D,,92.7,"BLACK MEDIA WORKS, INC.",Urban Gospel/Blues,Monroe
99.5,K258DQ,LAFAYETTE,LA,NDIR,0.25,30.342416666666665,91.9628888888889,D,‘CATHOLIC RADIO FOR ACADIANA,,DELTA MEDIA CORPORATION,Religious Teaching,Lafayette
99.7,K259CU,MONROE,LA,NDIR,0.25,32.52777777777778,92.10241666666666,D,99.7 THE LEGEND,,"HOLLADAY BROADCASTING OF LOUISIANA, LLC",Country,Monroe
99.7,K259CX,BALL,LA,NDIR,0.25,31.377972222222223,92.47430555555556,D,RADIO THAT CHANGES THE WAY YOU LIVE,,CAPITAL CITY RADIO CORPORATION,Religious Teaching,
99.9,K260DI,PORT SULPHUR,LA,NDIR,0.25,29.637027777777778,89.97297222222223,D,INSPIRATION RADIO,,"SPOTLIGHT BROADCASTING OF NEW ORLEANS, LLC",Gospel Music,New Orleans
100.1,K261EB,LAKE CHARLES,LA,NDIR,0.25,30.23047222222222,93.21988888888889,D,,109.0,"BLACK MEDIA WORKS, INC.",Urban Gospel/Blues,Lake Charles
100.7,K264AS,MOORINGSPORT,LA,NDIR,0.25,32.49347222222222,93.76544444444444,D,LITE ROCK 100.7,148.9,Cumulus Media,Soft AC,Shreveport
100.9,K265FB,ALEXANDRIA,LA,NDIR,0.25,31.306944444444444,92.40333333333334,D,MAGIC FM,,"CENLA BROADCASTING LICENSING COMPANY, LLC",Soft AC,
101.5,K268DR,NEW ORLEANS,LA,NDIR,0.099,29.982777777777777,89.9525,D,CATHOLIC RADIO FOR YOUR COMMUNITY,,"CATHOLIC COMMUNITY RADIO, INC.",Religious Teaching,New Orleans
101.7,K269GO,SHREVEPORT,LA,NDIR,0.25,32.59402777777778,93.86099999999999,D,NEWSRADIO 710,,"Townsquare License, LLC",News/Talk,Shreveport
102.3,K272EI,SULPHUR,LA,NDIR,0.205,30.22297222222222,93.46044444444445,D,K-LOVE,106.2,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Lake Charles
102.7,K274DE,GOLDEN MEADOW,LA,NDIR,0.25,29.5505,90.35119444444445,D,RAJUN CAJUN 102.7,,"COASTAL BROADCASTING OF LAROSE, INC.",Ethnic,New Orleans
102.9,K275AL,DENHAM SPRINGS,LA,NDIR,0.038,30.45852777777778,90.95261111111111,D,CSN INTERNATIONAL,71.3,CSN INTERNATIONAL,Religious Teaching,Baton Rouge
103.3,K277DO,SHREVEPORT,LA,NDIR,0.25,32.44897222222222,93.87330555555555,D,1130 THE TIGER,,"Townsquare License, LLC",Sports,Shreveport
103.3,K277DQ,LAFAYETTE,LA,NDIR,0.25,30.224916666666665,92.05872222222222,D,THE GOAT,,"Townsquare Media of Lafayette, LLC",Sports,Lafayette
103.7,K279AL,BATON ROUGE,LA,NDIR,0.019,30.427694444444445,91.079,D,CSN INTERNATIONAL,,CSN INTERNATIONAL,Religious Teaching,Baton Rouge
103.7,K279CU,THIBODAUX,LA,NDIR,0.25,29.73022222222222,90.72702777777778,D,LAGNIAPPE 103.7 & 640,,Power 102.1 FM LLC,Hot AC,New Orleans
104.1,K281CY,VIVIAN,LA,NDIR,0.25,32.90236111111111,93.98297222222223,D,K 104,,E Radio Network LLC,Classic Rock,Shreveport
104.7,K284CU,HOUMA,LA,NDIR,0.25,29.73022222222222,90.72702777777778,D,104.7 JAMZ,,"JLE, INCORPORATED",Urban AC,New Orleans
104.7,K284DE,MONROE,LA,NDIR,0.25,32.49486111111111,92.18622222222223,D,K-LOVE,,Educational Media Foundation,Contemporary Christian,Monroe
104.9,K285FF,METAIRIE,LA,NDIR,0.25,29.920305555555558,90.02458333333334,D,CLASSICAL 104.9,,UNIVERSITY OF NEW ORLEANS,Classical,New Orleans
104.9,K285HF,ALEXANDRIA,LA,NDIR,0.25,31.306944444444444,92.40333333333334,D,CENLA`S TALK RADIO 970,,"CENLA BROADCASTING LICENSING COMPANY, LLC",Talk,
105.1,K286CS,BATON ROUGE,LA,NDIR,0.25,30.46075,91.22344444444445,D,CATHOLIC RADIO FOR YOUR COMMUNITY,,"CATHOLIC COMMUNITY RADIO, INC.",Religious Teaching,Baton Rouge
105.7,K289AM,TIMBERLANE,LA,NDIR,0.25,29.920194444444444,90.02452777777778,D,TROPICAL 105.7 FM,,"CROCODILE BROADCASTING CORP., INC.",Spanish,New Orleans
105.7,K289CG,HOUMA,LA,NDIR,0.25,32.52777777777778,92.10241666666666,D,KLMB  105.7 FM - 540 AM,,"HOLLADAY BROADCASTING OF LOUISIANA, LLC",Talk/Sports,Monroe
105.9,K290AL,MINDEN,LA,NDIR,0.25,32.66708333333333,93.24516666666666,D,BIBLE BROADCASTING NETWORK,73.7,"BIBLE BROADCASTING NETWORK, INC.",Religious Teaching,Shreveport
105.9,K290CW,SHREVEPORT,LA,NDIR,0.25,32.53208333333333,93.776,D,,,"BLACK MEDIA WORKS, INC.",Urban Gospel/Blues,Shreveport
106.3,K292GE,BUNKIE,LA,NDIR,0.045,31.162138888888887,92.09125,D,K-LOVE,138.9,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
107.1,K296GJ,SLIDELL,LA,NDIR,0.036,30.275194444444445,89.79422222222222,D,LIFESONGS 89.1,62.7,"PROVIDENCE EDUCATIONAL FOUNDATION, INC.",Contemporary Christian/Religious Teaching,
107.1,K296HM,GRETNA,LA,DRL,0.175,29.95213888888889,90.07036111111111,D,K-75,,ROBERT C. BLAKES ENTERPRISES INC,Urban Gospel/Religious Teaching,New Orleans
107.3,K297CD,VILLE PLATTE,LA,NDIR,0.25,30.694444444444446,92.31277777777777,D,THE LEGEND 1050 KVPI,,"VILLE PLATTE BROADCASTING COMPANY, INC.",Country,
107.5,K298CQ,NEW IBERIA,LA,NDIR,0.25,30.017777777777777,91.83611111111111,D,KANE AM 1240,,"COASTAL BROADCASTING OF LAFOURCHE, L.L.C.",Ethnic,Lafayette
107.9,K300DQ,SPRINGHILL,LA,NDIR,0.25,33.00833333333333,93.4775,D,RED DE RADIO AMISTAD,,"HOUSTON CHRISTIAN BROADCASTERS, INC.",Religious,Shreveport
96.5,KAJD-LP,BATON ROUGE,LA,NDIR,0.094,30.426000000000002,91.06480555555555,LP100,,30.654324,"CITY OF JOY, INC.",Contemporary Christian,Baton Rouge
102.9,KAJN-FM,CROWLEY,LA,OTS,100.0,30.03880555555556,92.37094444444443,C,102.9 KAJN,457.0,"AGAPE BROADCASTERS, INC.",Contemporary Christian/Religious Teaching,
97.7,KAPB-FM,MARKSVILLE,LA,NDIR,6.0,31.12436111111111,92.07791666666667,A,AVOYELLOS COUNTRY,100.0,BONTEMPS MEDIA SERVICES LLC,Country,
88.3,KAPI,RUSTON,LA,NDIR,0.3,32.55236111111111,92.65597222222223,A,AMERICAN FAMILY RADIO,60.0,AMERICAN FAMILY ASSOCIATION,Religious Teaching,
91.7,KAPM,ALEXANDRIA,LA,NDIR,1.0,31.26797222222222,92.4401388888889,A,AMERICAN FAMILY RADIO,39.0,AMERICAN FAMILY ASSOCIATION,Religious Teaching,
89.3,KAVK,MANY,LA,NDIR,12.0,31.53488888888889,93.42266666666667,C3,AMERICAN FAMILY RADIO,130.0,AMERICAN FAMILY ASSOCIATION,Religious Teaching,
91.9,KAXV,BASTROP,LA,NDIR,12.0,32.82291666666667,92.12458333333333,C3,AMERICAN FAMILY RADIO,139.0,AMERICAN FAMILY ASSOCIATION,Religious Teaching,
88.1,KAYT,JENA,LA,NDIR,70.0,31.565444444444445,92.55013888888888,C1,,307.0,"BLACK MEDIA WORKS, INC.",Urban Gospel/Blues,
102.3,KBCE,BOYCE,LA,NDIR,21.0,31.372666666666667,92.63597222222224,C3,102.3 JACK FM,88.0,"JWBP BROADCASTING, LLC",Variety Hits,
92.7,KBDV,LEESVILLE,LA,NDIR,6.0,31.118805555555557,93.18683333333334,A,THE EAGLE 92.7,100.0,"BALDRIDGE-DUMAS COMMUNICATIONS, INC.",Adult Contemporary,
104.5,KBEF,GIBSLAND,LA,NDIR,6.0,32.53322222222222,93.19294444444445,A,PRAISE 104.5,100.0,"MINDEN BROADCASTING, LLC",Contemporary Christian,Shreveport
95.7,KBFA-LP,WEST MONROE,LA,NDIR,0.073,32.50875,92.22816666666667,LP100,,35.005135,WEST MONROE ADVENTIST EDUCATIONAL BROADCASTING CORPORATION,Religious Teaching,Monroe
89.7,KBIO,NATCHITOCHES,LA,NDIR,0.1,31.787111111111113,93.13127777777777,A,RADIO MARIA,90.0,"RADIO MARIA, INC.",Religious Teaching,
103.3,KBIU,LAKE CHARLES,LA,DRL,50.0,30.24352777777778,93.34405555555556,C2,HOT 103.3,115.0,Cumulus Media,Rhythmic CHR,Lake Charles
105.5,KBKK,BALL,LA,NDIR,6.0,31.427666666666667,92.4051388888889,A,K-BUCK 105.5,97.0,"SMG-ALEXANDRIA, LLC",Country,
106.3,KBLK-LP,SHREVEPORT,LA,NDIR,0.053,32.44316666666666,93.79863888888889,LP100,,41.0,"BLACKS UNITED FOR LASTING LEADERSHIP, INC.",Urban Gospel,Shreveport
88.7,KBMQ,MONROE,LA,DRL,25.0,32.40430555555555,92.03541666666666,C2,88.7 THE CROSS,139.6,"MEDIA MINISTRIES, INC.",Contemporary Christian,Monroe
101.3,KBNF-LP,RUSTON,LA,NDIR,0.035,32.534305555555555,92.65041666666667,LP100,,49.793579,LINCOLN PARISH SCHOOLS AKA RUSTON HIGH SCHOOL,Classic Hits,
101.1,KBON,MAMOU,LA,NDIR,25.0,30.497416666666666,92.26652777777778,C3,101.1 FM KBON LOUISIANA PROUD,100.0,ROSE ANN MARX,Variety,
106.9,KBRS,BELLE ROSE,LA,NDIR,6.0,30.126583333333333,91.21566666666666,A,,86.0,"ALEX MEDIA, INC.",Gospel Music,Baton Rouge
103.7,KBTT,HAUGHTON,LA,NDIR,6.0,32.55319444444444,93.58238888888889,A,103.7 THA BEAT,100.0,ALPHA MEDIA LICENSEE LLC,Urban Contemporary,Shreveport
92.7,KBYO-FM,FARMERVILLE,LA,DRL,6.0,32.67541666666666,92.31958333333333,A,WORSHIP 92.7,100.0,"MEDIA MINISTRIES, INC.",Contemporary Christian,
88.3,KBYS,LAKE CHARLES,LA,DRL,4.0,30.230277777777776,93.21583333333334,A,MCNEESE RADIO,122.0,McNeese State University,Variety,Lake Charles
105.9,KBZE,BERWICK,LA,NDIR,4.0,29.757694444444443,91.17369444444445,A,KBZE 105.9 THE BREEZE,123.0,"HUBCAST BROADCASTING, INC.",Urban AC,Lafayette
96.7,KCIL,GRAY,LA,NDIR,50.0,29.609111111111112,90.89536111111111,C2,C 96.7 KCIL,105.0,"JLE, INCORPORATED",Country,
91.9,KCKR,CHURCH POINT,LA,DRL,12.5,30.329916666666666,92.0851111111111,C3,THE SONLIFE RADIO NETWORK,141.9,"FAMILY WORSHIP CENTER CHURCH, INC.",Religious Teaching,Lafayette
102.5,KCXB-LP,WEST MONROE,LA,NDIR,0.1,32.46486111111111,92.15930555555556,LP100,THE BEACON OF TRUTH,24.238125,BAWCOMVILLE CHURCH OF CHRIST,Religious Teaching,Monroe
89.9,KDAQ,SHREVEPORT,LA,NDIR,100.0,32.67791666666666,93.92519444444444,C1,RED RIVER RADIO NETWORK,284.0,"BD SUPERVISORS,  LOUISIANA STATE UNIVERSITY & A&M COLLEGE",News/Talk/Classical,Shreveport
97.5,KDBH-FM,NATCHITOCHES,LA,NDIR,6.0,31.80488888888889,93.02433333333333,A,COUNTRY LEGENDS 97.5,67.0,"BALDRIDGE-DUMAS COMMUNICATIONS, INC.",Country,
105.5,KDDK,ADDIS,LA,NDIR,6.0,30.323805555555555,91.28122222222223,A,LATIN 105.5,100.0,"RADIO & INVESTMENTS, INC.",Spanish Hits,Baton Rouge
102.1,KDKS-FM,BLANCHARD,LA,NDIR,20.0,32.59930555555556,93.90047222222223,C3,HOT 102 JAMS,112.0,ALPHA MEDIA LICENSEE LLC,Urban AC,Shreveport
98.3,KDLA,NEW LLANO,LA,NDIR,7.0,31.139055555555554,93.30430555555556,C3,,42.0,,,
97.7,KDLC,DULAC,LA,NDIR,100.0,29.34661111111111,90.8303611111111,C1,ROCK 97.7,134.4,"COAST RADIO GROUP, INC.",Classic Rock,
105.5,KEBL-LP,SULPHUR,LA,NDIR,0.1,30.224361111111108,93.38569444444445,LP100,,24.371086,PARKVIEW BAPTIST CHURCH,Religious Teaching,Lake Charles
94.9,KECS-LP,LAFAYETTE,LA,NDIR,0.1,30.22458333333333,92.00077777777778,LP100,ESPACIO LATINO KECS 94.9 FM,20.6,PROYECTO HISPANO DE AYUDA A LA COMUNIDAD,Religious,Lafayette
106.9,KEDG,ALEXANDRIA,LA,NDIR,6.0,31.30741666666667,92.39902777777779,A,SUNNY 106.9,100.0,FLINN BROADCASTING CORPORATION,Adult Contemporary,
90.3,KEDM,MONROE,LA,NDIR,100.0,32.660694444444445,91.99125000000001,C1,KEDM 90.3 PUBLIC RADIO,261.0,UNIVERSITY OF LOUISIANA AT MONROE,News/Classical,Monroe
100.5,KELB-LP,LAKE CHARLES,LA,NDIR,0.1,30.239972222222224,93.25458333333333,LP100,KELB 100.5 YOUR PRAISE AND WORSHIP STATION,21.0,"FIVE POINT RADIO, INC.",Religious,
95.1,KEPP-LP,EPPS,LA,NDIR,0.1,32.636916666666664,91.51580555555556,LP100,,18.060919,"GOURD FARMING EDUCATIONAL SOCIETY, INC.",Variety,
105.5,KEUN-FM,EUNICE,LA,NDIR,1.0,30.43797222222222,92.44708333333334,A,CAJUN COUNTRY,148.0,"CAJUN PRAIRIE BROADCASTING, LLC",Country,Lafayette
95.3,KEWZ-LP,WEST MONROE,LA,NDIR,0.079,32.52458333333333,92.19475,LP100,,34.3,WEST MONROE COMMUNITY RADIO,Easy Listening,Monroe
104.3,KEZP,BUNKIE,LA,NDIR,19.2,31.087416666666666,92.35958333333333,C3,104.3 THE BRIDGE,114.0,"SMG-ALEXANDRIA, LLC",Contemporary Christian,
90.9,KFLO-FM,MINDEN,LA,DRL,0.21,32.53208333333333,93.27016666666667,A,,104.3,SPRING QUEST,,Shreveport
107.1,KFNV-FM,FERRIDAY,LA,NDIR,18.5,31.60236111111111,91.54094444444445,C3,107.1 THE RIVER,71.0,"MISS LOU MEDIA, LLC",Classic Hits,
105.1,KFTE,ABBEVILLE,LA,NDIR,25.0,30.011305555555555,92.1226111111111,C3,CLASSIC ROCK 105.1,89.0,THE FORT COLLINS/LAFAYETTE DIVESTITURE TRUST,Classic Rock,
105.9,KFXZ-FM,OPELOUSAS,LA,NDIR,3.8,30.466527777777777,92.07519444444443,A,Z105.9,128.0,DELTA MEDIA CORPORATION,Urban AC,
93.9,KGGM,DELHI,LA,NDIR,12.0,32.46469444444445,91.65169444444444,C3,METV FM,144.0,KENNETH W. DIEBEL,Classic Hits,
91.5,KGRM,GRAMBLING,LA,OTS,50.0,32.51569444444444,92.72430555555556,C2,TIGER RADIO,150.0,GRAMBLING COLLEGE OF LOUISIANA,Urban Gospel,
92.5,KHCL,ARCADIA,LA,NDIR,6.0,32.45766666666667,92.99405555555556,A,KEEPING HIM CLOSE BY,100.0,"HOUSTON CHRISTIAN BROADCASTERS, INC.",Religious Teaching,
92.9,KHLA,JENNINGS,LA,DRL,30.0,30.180194444444446,93.03125,C2,92 9 THE LAKE,195.0,"Townsquare License, LLC",Classic Hits,Lake Charles
100.9,KHLL,RICHWOOD,LA,DRL,25.0,32.40708333333333,92.07041666666666,C3,THE HILL,100.0,"GILLILAND, INC.",Christian CHR + Rock,Monroe
104.7,KHMD,MANSFIELD,LA,NDIR,25.0,31.96377777777778,93.8996388888889,C3,KEEPING HIM CLOSE BY,100.0,"HOUSTON CHRISTIAN BROADCASTERS, INC.",Religious Teaching,
106.9,KHPP-LP,STERLINGTON,LA,NDIR,0.068,32.637861111111114,91.99772222222222,LP100,,37.0,"GLORY2GLORY EDUCATIONAL FOUNDATION, INC.",Religious Teaching,Monroe
107.9,KHXT,ERATH,LA,NDIR,97.0,30.20186111111111,91.77705555555555,C1,HOT 107.9,263.0,"TOWNSQUARE MEDIA OF LAFAYETTE, LLC",Rhythmic CHR,Lafayette
106.7,KIEZ-LP,MONROE,LA,NDIR,0.1,32.516444444444446,92.10233333333333,LP100,,29.7,"BUSINESS EXCHANGE NETWORK, INC",Variety,Monroe
90.9,KIKL,LAFAYETTE,LA,NDIR,8.2,30.284916666666668,92.0676111111111,C3,K-LOVE,115.0,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Lafayette
105.5,KIMW,HEFLIN,LA,NDIR,6.0,32.51875,93.29988888888889,A,CSN INTERNATIONAL,83.3,CSN INTERNATIONAL,Religious Teaching,Shreveport
89.5,KITA,IOTA,LA,NDIR,19.0,30.18825,92.63208333333333,C2,AIR1,,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,
107.9,KIVD-LP,BOSSIER CITY,LA,NDIR,0.1,32.50736111111111,93.70183333333334,LP100,,21.913216,MINISTERIO EVANGELICO VISION DE DIOS,Religious,Shreveport
93.5,KJAE,LEESVILLE,LA,NDIR,7.5,31.141305555555554,93.29572222222222,C3,ALL AMERICAN COUNTRY,100.0,"PENE BROADCASTING COMPANY, INC.",Country,
88.3,KJGM,BASTROP,LA,DRL,63.0,32.62027777777778,91.72997222222223,C1,THE SONLIFE RADIO NETWORK,,"FAMILY WORSHIP CENTER, INC.",Religious Teaching,
104.1,KJLO-FM,MONROE,LA,NDIR,100.0,32.66013888888889,92.08763888888889,C0,K-104,310.0,"HOLLADAY BROADCASTING OF LOUISIANA, LLC",Country,Monroe
97.3,KJMG,BASTROP,LA,NDIR,6.0,32.660694444444445,91.99125000000001,A,MAJIC 97,100.0,"SKYLINE MEDIA, LLC",Urban AC,Monroe
107.5,KJMH,LAKE ARTHUR,LA,DRL,50.0,30.20213888888889,92.94652777777779,C2,107.5 JAMZ,141.0,"Townsquare License, LLC",Urban AC,
102.7,KJNA-FM,JENA,LA,NDIR,6.0,31.697666666666667,92.09541666666667,A,REAL COUNTRY 102.7,91.0,CLOESSNER NEWS & BROADCASTING LLC.,Country,
92.7,KJVC,MANSFIELD,LA,OTS,3.0,32.02180555555555,93.7385,A,CLASSIC COUNTRY 92.7 KJVC,91.0,"Sputnik Media, LLC",Country,
101.3,KKGB,SULPHUR,LA,NDIR,12.0,30.24352777777778,93.34405555555556,C3,ROCK 101 LAKE CHARLES BEST ROCK,146.0,Cumulus Media,Rock,Lake Charles
106.7,KKND,PORT SULPHUR,LA,NDIR,100.0,29.80852777777778,89.76172222222222,C1,HEAVEN 106.7,299.0,Cumulus Media,Gospel Music,New Orleans
98.7,KKST,OAKDALE,LA,NDIR,49.0,31.03325,92.50236111111111,C1,98.7 KISS FM,321.0,"CENLA BROADCASTING LICENSING COMPANY, LLC",Urban Contemporary,
103.5,KLAA-FM,TIOGA,LA,NDIR,50.0,31.427666666666667,92.4051388888889,C2,"LA 103.5, LOUISIANA'S COUNTRY LEADER",145.0,"SMG-ALEXANDRIA, LLC",Country,
104.1,KLCJ,OAK GROVE,LA,NDIR,6.0,30.00327777777778,93.08488888888888,A,ESPN 103.7,94.0,DELTA MEDIA CORPORATION,Sports,
90.5,KLFT,KAPLAN,LA,DRL,28.0,29.869666666666667,92.3021111111111,C2,CATHOLIC RADIO FOR ACADIANA,149.0,"TALENTS MINISTRY, INC.",Religious Teaching,
88.5,KLHV,COTTON VALLEY,LA,NDIR,32.0,32.70541666666667,93.64016666666667,C2,K-LOVE,135.0,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,Shreveport
92.1,KLIL,MOREAUVILLE,LA,NDIR,6.0,31.048222222222225,91.9965,A,,91.0,"CAJUN BROADCASTING, INC.",Classic Hits,
105.3,KLIP,MONROE,LA,NDIR,50.0,32.55236111111111,92.14261111111112,C2,LA 105 FM,132.0,"HOLLADAY BROADCASTING OF LOUISIANA, LLC",Classic Hits,Monroe
